iter	Passed	Remaining
3214	124965	15975
3215	125002	15936
3216	125030	15895
3217	125056	15855
3218	125083	15815
3219	125108	15774
3220	125135	15734
3221	125167	15694
3222	125192	15653
3223	125223	15614
3224	125252	15574
3225	125282	15534
3226	125310	15493
3227	125333	15453
3228	125359	15412
3229	125391	15373
3230	125420	15333
3231	125444	15292
3232	125473	15252
3233	125501	15212
3234	125533	15172
3235	125567	15133
3236	125599	15093
3237	125621	15052
3238	125646	15012
3239	125670	14971
3240	125692	14931
3241	125726	14891
3242	125756	14851
3243	125791	14812
3244	125816	14772
3245	125836	14731
3246	125861	14690
3247	125894	14651
3248	125924	14611
3249	125952	14571
3250	125982	14532
3251	126016	14492
3252	126046	14452
3253	126075	14413
3254	126104	14373
3255	126132	14333
3256	126170	14294
3257	126193	14253
3258	126222	14214
3259	126252	14174
3260	126277	14134
3261	126300	14093
3262	126324	14053
3263	126358	14014
3264	126373	13972
3265	126397	13932
3266	126419	13891
3267	126440	13851
3268	126463	13810
3269	126480	13769
3270	126499	13728
3271	126513	13687
3272	126537	13647
3273	126562	13607
3274	126581	13566
3275	126604	13526
3276	126624	13485
3277	126645	13445
3278	126665	13404
3279	126684	13363
3280	126705	13323
3281	126723	13282
3282	126743	13241
3283	126760	13200
3284	126778	13160
3285	126801	13120
3286	126823	13079
3287	126842	13039
3288	126860	12998
3289	126881	12958
3290	126906	12918
3291	126933	12878
3292	126952	12837
3293	126968	12797
3294	126988	12756
3295	127012	12716
3296	127033	12676
3297	127051	12635
3298	127070	12595
3299	127086	12554
3300	127106	12514
3301	127123	12473
3302	127142	12433
3303	127159	12392
3304	127178	12352
3305	127210	12313
3306	127239	12273
3307	127261	12233
3308	127288	12194
3309	127310	12154
3310	127334	12114
3311	127357	12074
3312	127379	12034
3313	127401	11994
3314	127428	11954
3315	127446	11914
3316	127464	11874
3317	127483	11833
3318	127506	11794
3319	127522	11753
3320	127542	11713
3321	127558	11673
3322	127579	11633
3323	127605	11593
3324	127625	11553
3325	127649	11513
3326	127676	11474
3327	127695	11434
3328	127717	11394
3329	127734	11354
3330	127766	11315
3331	127786	11275
3332	127797	11234
3333	127807	11193
3334	127816	11152
3335	127826	11111
3336	127835	11071
3337	127844	11030
3338	127852	10989
3339	127860	10948
3340	127869	10907
3341	127878	10866
3342	127885	10826
3343	127893	10785
3344	127901	10744
3345	127909	10703
3346	127917	10662
3347	127925	10622
3348	127933	10581
3349	127942	10540
3350	127949	10500
3351	127958	10459
3352	127966	10418
3353	127977	10378
3354	127984	10337
3355	127992	10297
3356	128000	10256
3357	128011	10216
3358	128019	10175
3359	128026	10135
3360	128033	10094
3361	128041	10054
3362	128050	10014
3363	128058	9973
3364	128066	9933
3365	128074	9892
3366	128081	9852
3367	128089	9812
3368	128097	9771
3369	128105	9731
3370	128113	9691
3371	128120	9650
3372	128128	9610
3373	128138	9570
3374	128145	9530
3375	128153	9490
3376	128161	9449
3377	128168	9409
3378	128175	9369
3379	128183	9329
3380	128191	9289
3381	128199	9249
3382	128208	9209
3383	128216	9169
3384	128224	9129
3385	128234	9089
3386	128243	9049
3387	128251	9009
3388	128258	8969
3389	128266	8929
3390	128274	8889
3391	128282	8849
3392	128290	8809
3393	128297	8769
3394	128305	8730
3395	128313	8690
3396	128323	8650
3397	128331	8610
3398	128339	8571
3399	128346	8531
3400	128357	8491
3401	128365	8452
3402	128373	8412
3403	128381	8372
3404	128392	8333
3405	128399	8293
3406	128408	8254
3407	128415	8214
3408	128423	8174
3409	128431	8135
3410	128444	8096
3411	128451	8056
3412	128459	8016
3413	128470	7977
3414	128478	7938
3415	128486	7898
3416	128494	7859
3417	128502	7819
3418	128509	7780
3419	128517	7741
3420	128525	7701
3421	128533	7662
3422	128541	7623
3423	128548	7583
3424	128556	7544
3425	128563	7505
3426	128571	7465
3427	128579	7426
3428	128586	7387
3429	128594	7348
3430	128602	7309
3431	128610	7269
3432	128617	7230
3433	128626	7191
3434	128633	7152
3435	128641	7113
3436	128649	7074
3437	128657	7035
3438	128664	6996
3439	128672	6957
3440	128679	6918
3441	128687	6879
3442	128695	6840
3443	128705	6801
3444	128713	6762
3445	128720	6723
3446	128728	6684
3447	128736	6645
3448	128744	6607
3449	128752	6568
3450	128759	6529
3451	128767	6490
3452	128775	6451
3453	128783	6413
3454	128791	6374
3455	128798	6335
3456	128806	6296
3457	128814	6258
3458	128821	6219
3459	128828	6180
3460	128836	6142
3461	128844	6103
3462	128852	6064
3463	128859	6026
3464	128867	5987
3465	128874	5949
3466	128882	5910
3467	128890	5872
3468	128897	5833
3469	128905	5795
3470	128913	5756
3471	128922	5718
3472	128930	5679
3473	128937	5641
3474	128945	5603
3475	128953	5564
3476	128961	5526
3477	128968	5488
3478	128976	5449
3479	128984	5411
3480	128992	5373
3481	129000	5334
3482	129007	5296
3483	129016	5258
3484	129024	5220
3485	129032	5182
3486	129040	5143
3487	129048	5105
3488	129056	5067
3489	129065	5029
3490	129072	4991
3491	129080	4953
3492	129088	4915
3493	129096	4877
3494	129103	4839
3495	129111	4801
3496	129119	4763
3497	129126	4725
3498	129134	4687
3499	129142	4649
3500	129150	4611
3501	129157	4573
3502	129169	4535
3503	129176	4497
3504	129184	4459
3505	129192	4421
3506	129201	4384
3507	129210	4346
3508	129217	4308
3509	129225	4270
3510	129232	4232
3511	129241	4195
3512	129248	4157
3513	129256	4119
3514	129264	4082
3515	129271	4044
3516	129280	4006
3517	129288	3969
3518	129296	3931
3519	129303	3893
3520	129311	3856
3521	129319	3818
3522	129326	3781
3523	129333	3743
3524	129341	3705
3525	129349	3668
3526	129356	3630
3527	129364	3593
3528	129371	3555
3529	129380	3518
3530	129388	3481
3531	129395	3443
3532	129403	3406
3533	129412	3368
3534	129419	3331
3535	129427	3294
3536	129435	3256
3537	129442	3219
3538	129450	3182
3539	129457	3145
3540	129465	3107
3541	129473	3070
3542	129480	3033
3543	129488	2996
3544	129496	2958
3545	129504	2921
3546	129512	2884
3547	129519	2847
3548	129527	2810
3549	129535	2773
3550	129543	2736
3551	129551	2698
3552	129558	2661
3553	129566	2624
3554	129574	2587
3555	129581	2550
3556	129589	2513
3557	129597	2476
3558	129604	2439
3559	129612	2402
3560	129620	2365
3561	129628	2329
3562	129635	2292
3563	129643	2255
3564	129651	2218
3565	129659	2181
3566	129667	2144
3567	129674	2107
3568	129684	2071
3569	129692	2034
3570	129702	1997
3571	129710	1960
3572	129717	1924
3573	129727	1887
3574	129735	1850
3575	129743	1814
3576	129750	1777
3577	129758	1740
3578	129766	1704
3579	129774	1667
3580	129781	1630
3581	129789	1594
3582	129798	1557
3583	129806	1521
3584	129815	1484
3585	129823	1448
3586	129831	1411
3587	129842	1375
3588	129850	1338
3589	129857	1302
3590	129865	1265
3591	129873	1229
3592	129881	1192
3593	129890	1156
3594	129900	1120
3595	129908	1083
3596	129916	1047
3597	129924	1011
3598	129932	974
3599	129939	938
3600	129947	902
3601	129954	865
3602	129963	829
3603	129970	793
3604	129978	757
3605	129985	720
3606	129993	684
3607	130001	648
3608	130009	612
3609	130016	576
3610	130024	540
3611	130032	504
3612	130040	467
3613	130047	431
3614	130054	395
3615	130062	359
3616	130069	323
3617	130078	287
3618	130085	251
3619	130094	215
3620	130102	179
3621	130110	143
3622	130118	107
3623	130125	71
3624	130133	35
3625	130141	0
